timestamp,kw_lengh,took_ms
1529766906,1,405
1529766907,2,92
1529766909,2,253
1529766910,2,460
1529766911,1,35
1529766912,2,90
1529766913,1,35
1529766915,1,189
1529766916,1,533
1529766918,4,599
1529766919,3,80
1529766920,3,132
1529766921,1,39
1529766922,2,253
1529766924,2,118
1529766925,2,205
1529766926,1,21
1529766927,3,174
1529766928,2,197
1529766929,1,32
1529766931,2,826
1529766933,3,521
1529766934,2,223
1529766935,1,72
1529766936,1,25
1529766937,1,36
1529766938,3,73
1529766939,2,153
1529766941,2,138
1529766942,1,402
1529766943,2,264
1529766945,4,446
1529766946,2,283
1529766947,2,291
1529766949,1,187
1529766950,2,454
1529766951,1,95
1529766952,2,316
1529766954,3,172
1529766955,2,272
1529766956,1,28
1529766957,3,194
1529766959,3,348
1529766960,2,547
1529766962,3,480
1529766963,2,437
1529766964,1,25
1529766965,1,27
1529766966,1,38
1529766968,2,245
1529766969,3,248
1529766970,1,141
1529766971,3,231
1529766972,1,29
1529766974,3,387
1529766975,1,184
1529766976,1,415
1529766978,1,212
1529766979,1,211
1529766980,3,433
1529766982,2,172
1529766983,1,28
1529766984,1,277
1529766985,1,289
1529766987,1,219
1529766988,1,266
1529766990,3,683
1529766991,3,518
1529766992,3,279
1529766993,3,71
1529766995,3,197
1529766996,1,326
1529766997,1,153
1529766998,1,27
1529767000,2,205
1529767001,3,242
1529767002,2,150
1529767003,1,453
1529767005,1,563
1529767006,3,308
1529767007,1,27
1529767008,1,26
1529767010,1,134
1529767011,2,416
1529767012,3,194
1529767013,2,137
1529767015,2,176
1529767016,2,50
1529767017,2,633
1529767019,1,220
1529767020,2,299
1529767022,3,673
1529767023,3,375
1529767025,2,783
1529767026,1,242
1529767027,2,188
1529767029,2,207
1529767030,3,649
1529767031,1,95
1529767032,1,37
1529767033,1,24
1529767035,3,489
1529767036,2,108
1529767037,1,246
1529767039,2,570
1529767040,3,455
1529767041,1,35
1529767043,2,296
1529767044,1,30
1529767045,2,67
1529767046,3,164
1529767047,1,26
1529767049,2,481
1529767050,3,611
1529767052,3,490
1529767053,2,322
1529767054,1,30
1529767056,2,278
1529767057,1,224
1529767058,3,84
1529767059,1,224
1529767060,2,143
1529767062,2,528
1529767063,2,517
1529767065,1,279
1529767066,2,87
1529767067,2,259
1529767068,3,324
1529767070,1,46
1529767071,4,615
1529767073,3,440
1529767074,3,389
1529767075,1,282
1529767077,1,79
1529767078,3,622
1529767079,1,24
1529767080,2,200
1529767082,2,236
1529767083,1,31
1529767084,3,423
1529767086,3,353
1529767087,3,305
1529767088,2,118
1529767090,2,421
1529767091,3,452
1529767092,3,69
1529767093,1,30
1529767094,1,325
1529767096,2,231
1529767097,4,220
1529767098,2,151
1529767099,2,193
1529767101,3,254
1529767102,1,197
1529767103,2,112
1529767104,2,77
1529767106,2,477
1529767107,3,178
1529767108,1,141
1529767109,1,37
1529767111,2,467
1529767112,2,614
1529767114,1,349
1529767115,1,202
1529767116,3,310
1529767118,3,360
1529767119,1,304
1529767120,2,63
1529767122,2,731
1529767123,3,233
1529767124,1,303
1529767126,3,522
1529767127,3,585
1529767129,3,190
1529767130,3,475
1529767131,2,142
1529767132,3,153
1529767134,2,295
1529767135,3,233
1529767137,3,836
1529767138,1,43
1529767139,3,389
1529767141,2,163
1529767142,3,559
1529767143,1,214
1529767145,3,343
1529767146,2,164
